"18","emily97@yahoo.com","pbkdf2:sha256:600000$LsyBxJXx5uU4su7Q$fc75996dd4e961521a51c07fe5e793dbcc7f460ef2c861e373dfc34e725de9bf","Corey","Gutierrez","61511 Michael Fall Suite 905, Gibbsfort, NJ 11045","True","318.1"
"19","kimberlynunez@yahoo.com","pbkdf2:sha256:600000$BpyYQ09gRjb4Rfzp$bcdf18f356c40bf55eae613d7d56021b949a9911f7819ac76fb0674709ff7040","David","Perez","532 Dixon Place Suite 126, Tammychester, MH 57653","False","798.64"
"20","michaelanderson@hotmail.com","pbkdf2:sha256:600000$ccWzr7uK54VpuF8x$904146b259d285e27727a2151a551e14c4b0a698bf27c648a3c6f0ca00ebbf85","Brian","Richardson","671 Kimberly Plains Apt. 223, East Anthony, DC 65125","False","736.22"
"21","lbaker@gmail.com","pbkdf2:sha256:600000$9XbpqU49D9zVx3G9$e7fc3d8b0408185ec6434785d212ff418e56bc5cc9dda29234f327a8c0f67b27","Heidi","Sharp","061 Cook Parkways Suite 079, West Marissafort, OH 85040","False","24.83"
"22","joannestuart@gmail.com","pbkdf2:sha256:600000$0itBRQuXzSzHDZB3$92afae3a4e60e1ae8c574c2cb46f031f4672def2eab458c91647b5962b8fae85","Brian","Kennedy","754 Salazar Village, South Michaelfort, IN 86508","False","6.34"
"23","erica29@hotmail.com","pbkdf2:sha256:600000$rvU4nqEBUHvkB6gr$6deea3ce1208e3ead94e3962e8c194017c25d21c8051e7ae0a5cd98336c70e21","Lisa","Gaines","140 Christine Shoals, South Jamie, TN 42383","False","635.77"
"24","lopezsarah@hotmail.com","pbkdf2:sha256:600000$xsjhrbr3fFmG2vcG$3d9acdcf62772d42c362a24b3868c5016b79e8f43378a671ed141b5113c23ed7","Karen","Perez","50592 Myers Field, Crawfordburgh, MO 06678","False","4.02"
"25","meghan71@gmail.com","pbkdf2:sha256:600000$AbxrCPXwcvAWwQoX$ce38a030361a6e084920894b3a26d6b333d10fbff889c11ca4b03ae3823637ac","Ashley","Sheppard","7835 Andrew Fords, Port Robertshire, VI 54423","False","162.28"
"26","owright@yahoo.com","pbkdf2:sha256:600000$HrzwyDXvXDyMwL7n$b2598ad842570c81271d7f010a93ca7fbf680b692c6b250937758b19e88b863a","James","Brennan","5938 Matthew Plaza Apt. 270, Martinstad, CT 80907","False","613.13"
"27","brandon38@gmail.com","pbkdf2:sha256:600000$09j6eOZ2SqmbOy43$5fed302772d4e4e7849615a59996126477a7ade533ffed561e5532485f2c19aa","Veronica","Hunt","4934 Lozano Place Suite 716, Gavinton, IN 93065","False","518.72"
"28","smithjulie@gmail.com","pbkdf2:sha256:600000$sKRYGdxLkqP61bNh$86bb01c3c74cc7fc7b81679f71f496e45142351e329ec02096a5f2113c0b49f2","Scott","Fletcher","5641 Brenda Streets Apt. 008, Lake Seanmouth, VT 87205","False","732.38"
"29","lyonskayla@gmail.com","pbkdf2:sha256:600000$FqDPjL0s0IQwNgYk$fc4d714e311648b0f667ad9630ff9adb06ee40cf6d311e7b39952a2d5061dbf0","Veronica","Harding","363 Lopez Fall Suite 299, Willisbury, MH 00861","True","899.56"
"30","imcclain@gmail.com","pbkdf2:sha256:600000$jJMtucg5RMUKSWU6$68d46ddb647ef39b623721114a6e4265130b5b37b8afd0c1edde456e3bcf3c64","Lisa","Beltran","239 Mariah Ports, Robertsview, IL 53341","False","934.42"
"31","pwang@hotmail.com","pbkdf2:sha256:600000$2Bv3G4sSrmhIRpJt$6ec7661bebbb550bf68de8df49915f02c692431814d5101b313794919e77810c","Kelly","Cunningham","95052 Adams Orchard, Smithbury, SD 86285","False","305.13"
"32","haley65@hotmail.com","pbkdf2:sha256:600000$Wk5YpuZwt67jMhmG$1b65eab47320918e9e182f46d74768fc72e111cd0bbee4622472997c675d5ce9","Michael","Davis","USCGC Brown, FPO AE 08197","False","227.25"
"33","joylowe@yahoo.com","pbkdf2:sha256:600000$OCps0eMDknWt6kEC$2505c40d237bd25e4bb17c7025b4766fea5ca74ab6c794b413d969c94e0a3338","Chad","Bridges","532 Stewart Mills, Lake Dana, KY 89011","False","359.01"
"34","sandygarcia@gmail.com","pbkdf2:sha256:600000$FHVaEANZm9nKXAHD$04f63e81cc65a795228be0a3cbe69323f17b068f69345af9e5ec1b0697f5d1a4","Dalton","Fritz","647 Michael Trafficway Apt. 037, New Evelyn, GU 01420","False","973.36"
"35","cgiles@yahoo.com","pbkdf2:sha256:600000$zrvacvfRLPekKx1f$7610cd59641dd20a408232e0de18edc5a9a7fc91f9556e3e0a3f177d72c41152","Angela","Soto","511 Sanchez Canyon, Port Jennifershire, CO 61535","False","906.24"
"36","pjohnson@yahoo.com","pbkdf2:sha256:600000$k9hSB4cJLiGniPd2$c27dd15f12a5518aee1ae64ab16e10668abc54c0ab798869476f843c9b0a05ea","Joshua","Anderson","967 Ethan Avenue Suite 164, South Nicole, KS 68053","False","766.27"
"37","amy84@gmail.com","pbkdf2:sha256:600000$DjqZmrmwXJPTjO9L$c17b9e56cd87eec5949875008591943bf38c2a9cbc9ebcbcc1aba15361eada8e","Megan","Smith","031 Sean Expressway Suite 427, New Nicholasville, CT 41107","False","991.22"
"38","caleb01@yahoo.com","pbkdf2:sha256:600000$qmEhlJHIYMAax9Vz$7c32015fa93080b7254b49b6555252278bb3a8605cba8751dfddc057290dff20","Keith","Jones","347 Spencer Road Suite 472, Craigchester, PW 52259","False","129.22"
"39","richardsandrew@hotmail.com","pbkdf2:sha256:600000$aU72E4dv9IL30IGM$9d0995ae536fba8cf1b4f5e6a4f87ce2de76c2fbeccc3a393b74abf4cbc9d12a","Jordan","Parker","19131 Reynolds Crescent, Robbinsmouth, NY 95807","False","498.63"
"40","michaelross@gmail.com","pbkdf2:sha256:600000$lKXkq52IkLJZMDzB$4da4735f43bc04cc7eb26613f1ba6d537917fae0c2d754804c158f8703cab5d2","Katherine","Webb","505 Phillip Throughway Suite 842, Brandonview, VA 10929","False","119.27"
"41","rebekahsmith@hotmail.com","pbkdf2:sha256:600000$WmlW2tfTiLhMP25r$a71ea229ccb56d3171f7b5b57d084398356ba4100158e703c8fba4aa1dd110df","Ricky","Barnes","2648 Flores Stream, Henryville, KS 79832","False","370.03"
"42","courtneyhart@hotmail.com","pbkdf2:sha256:600000$yAjRLK4EvHR4Mg7G$6d423f3a1d4dcba73d64eaccb4200cc98b7e4c0b8ce5dd01ea53784c61d17f31","Tina","King","75051 Claudia Creek Suite 495, Port Adrian, WV 62767","False","129.4"
"43","crystalconley@hotmail.com","pbkdf2:sha256:600000$le8Zqf6enTwXys0v$c0d2d9508e4e713e0627615cd4dcf89fc6edcdbb9822e6349c4895d45a98098f","Philip","Smith","46287 Gallagher Road, Lake Lindsey, KS 23727","False","24.06"
"44","morrislarry@gmail.com","pbkdf2:sha256:600000$byRPKTVSI9GcHO8Z$faa375505932e0eb1426d65f13984ae507a5a793e0aa782feaaa35418eaf08ab","Joshua","Whitaker","25689 Kemp Fords, Cortezbury, OK 01464","False","208.66"
"45","vfreeman@hotmail.com","pbkdf2:sha256:600000$VgNqG9S5VYCgMd7v$e03f8ece0560a191ad2d1483f81f4889baf5ecf1f1b76b4eb5383edce1266ddc","Tara","Shaw","979 Davis Manor, Lake Rebeccaberg, HI 90658","False","854.3"
"46","ghancock@yahoo.com","pbkdf2:sha256:600000$G6gk8mdlvNWqNyIV$18de4e1b17b1bc60c2cc342f54fd7825d1e6af4e2fee4fa761b1885c41ac985e","Allen","Trevino","PSC 2652, Box 8592, APO AE 12680","False","915.41"
"47","amandasnyder@gmail.com","pbkdf2:sha256:600000$IDowS98AaJFfIvai$8f13cd8db2537d678727a6e6237a761c6785a989b794138adc65b1a155432983","Billy","Hudson","73849 Edward Vista, New Matthewport, MH 72138","False","512.36"
"48","ashleylewis@gmail.com","pbkdf2:sha256:600000$UHbakURYobeYEEdh$40ff1bbdf68021ee1817f96b4980e8aabb0355fd4c783e88e4823657131b499c","Marilyn","Rodriguez","4229 Hill Light Apt. 972, Floydchester, WV 51245","False","813.86"
"49","williamdoyle@gmail.com","pbkdf2:sha256:600000$W1kZJToyaj79WwEH$7d65eea24418174831f99cb41c4455f78bd7e536270f27998686b0361326b81f","Miss","MD","Unit 8522 Box 1442, DPO AA 39097","False","569.25"
"50","kennethwashington@gmail.com","pbkdf2:sha256:600000$Ny5TLR1lxZqTyrz2$8a1becbd5a15fcc54f28c50af37c6775a6640ad79eb6350d07818ed7517d1685","Jennifer","Marsh","2052 William Rest, North Jessica, MH 74153","False","0.92"
"51","ulewis@yahoo.com","pbkdf2:sha256:600000$H5FTku5e2qMGkrnj$b36bb3980ebcd754fb57cf7cb46b72c4b2edccc99696fb9c6eebfe44eb009867","Amber","Mcintyre","90150 Michelle Parks, Larrystad, WA 86307","False","764.01"
"52","collinssteven@hotmail.com","pbkdf2:sha256:600000$BreK6aZkd9Qb6l0H$47f8e6a019d23334e408d62b9a3261197c0ad0bb17115f21cdbdae4c9afff02a","William","Mccarty","PSC 7348, Box 4436, APO AP 59071","False","711.88"
"53","tammy10@yahoo.com","pbkdf2:sha256:600000$RT2tAI0HIMhgkUTF$09edc8275098143733b8b801a75ff8346032bccbc891f929215eda61b3705a7c","Glenda","Maddox","0074 Heather Mountain, Lake Katrinafurt, OH 07808","False","947.5"
"54","xprice@yahoo.com","pbkdf2:sha256:600000$7G2NYdy69oQEIXV2$e18dfd95866449a7dad017d2c4f6521410cb4046ccf7c5ad23278a1c016726f3","Tiffany","Phillips","90555 Valerie Springs, Michaelchester, ID 47804","False","642.94"
"55","randallwendy@yahoo.com","pbkdf2:sha256:600000$vYjno3HCzyyv85N8$791d8fd13b801c5c202d5f92c0812a96fbea27612ff87b0d3c8f54228c817cd6","Brad","Hogan","93697 Greene Lodge Suite 042, Port Maria, DE 66558","False","421.1"
"56","alishavaughn@yahoo.com","pbkdf2:sha256:600000$1qmXULyvCvijz16F$e2a291a95b489afd186db7e7fb8cddd17b1c957ec7a1a3e83982bac478ce9f9b","Julia","Galvan","34225 Morgan Ramp, North Daniel, KS 75837","False","725.22"
"57","jenkinsmatthew@gmail.com","pbkdf2:sha256:600000$uLWjdI3jIu3LaCKF$ea03f6d01e8b68595f5029f7e1c1d8632c71888e979e01dc9d282ab9c11d8b35","Jaime","Rogers","3236 Gonzalez Ford, New Juanborough, NY 13836","False","500.42"
"58","carriecollier@yahoo.com","pbkdf2:sha256:600000$m6rzfm9ynuevEFcW$da53a8177d1df0c918f4603e6b3274aaf901febedaa806b8648620ca52dafa74","Michelle","Brown","29871 Charlotte Key Suite 047, South Jeffrey, OR 41776","True","246.18"
"59","ojones@gmail.com","pbkdf2:sha256:600000$rrrSttHrb7A4EANb$45569a9a2f33d4d9065073210661dbdc8f0907064f936c3a6eb8ce6e97526b85","Nicole","Johnson","4938 Andrea Square Suite 279, North Natalie, MS 76915","False","335.04"
"60","kristinperry@yahoo.com","pbkdf2:sha256:600000$XZuOl1fJD6NLJ9dN$ac6766104ab20b05c1235b4e36d3206d8852cebb43804cf7d8b0be446f017b4d","Jacob","Roy","47990 Austin Ridges Apt. 256, New Kelly, WV 64262","False","943.77"
"61","lisa79@yahoo.com","pbkdf2:sha256:600000$2OFmtG7H26Bq2dO1$f72fcafea3b095d1be602dd6c4fd7e486361d569cea6d9a138a55731c0de64aa","Stephen","Bernard","17811 Frank Mall Apt. 845, Jonathantown, NC 08779","False","297.06"
"62","nancyadams@yahoo.com","pbkdf2:sha256:600000$6ETeWIJ4Vt5VKW1L$f65fd36c658de19621e94d3ade48af45ca41159ade23740946e5c1820c97a2b4","Tammy","Peters","153 Teresa Well, Ramirezborough, NY 94251","False","540.3"
"63","lnoble@gmail.com","pbkdf2:sha256:600000$VMcO5Ey4ZS77WMf3$94f1a5a9252bde5a4e4a0fce19b500942a5316bfb37a0fbf0bab051e3365d795","Christian","Smith","Unit 1747 Box 8579, DPO AE 85958","False","601.08"
"64","privera@gmail.com","pbkdf2:sha256:600000$hCGFY8AQE7rFZjWi$9a59977513ec16ead03fb2ebe8c533208e6b004e7c97a3fc5510e530299511b6","Patricia","Pearson","36407 Marsh Courts, North Mitchell, MD 82934","False","962.69"
"65","brownkelly@yahoo.com","pbkdf2:sha256:600000$R03kYtFnu8HdGmeZ$8bb571f9530281d918388f8b1e27cae6f5f31cf4c80196daea2fa9b56441663d","Anthony","Gill","75331 Reed Shore, East Gregorybury, MP 73018","False","813.09"
"66","halemonique@hotmail.com","pbkdf2:sha256:600000$q4RHygbmMT2OaCgX$67d07a8855ff8e3f9c4cbf4f64acb8e4446556661c845216223b7ceb24a4d3f3","Eric","Saunders","7131 Jamie Rue, West Nathan, ME 91568","False","382.65"
"67","oadams@gmail.com","pbkdf2:sha256:600000$fnqkygYw1XJTSHcB$a4b227034cbc62583cf87b1f36a54edd0681da20544d58242681620a653d2533","Aaron","Callahan","7399 Amanda Flats Suite 324, South Monica, RI 14378","False","513.11"
"68","lrosales@hotmail.com","pbkdf2:sha256:600000$Fa6K91WG6PPdTiC4$44ead468aecee2221fd437d54754db32bdfa7b1a2d44f17faa0c12561a35f4d5","Carlos","Davidson","670 Orozco Walks Suite 505, Diazmouth, MH 09329","False","351.62"
"69","marydelacruz@yahoo.com","pbkdf2:sha256:600000$C22RutH34J33AKjy$146cc27cd4b21d0bd2028ff85f8d322d49d18a1a9ba1fe62e8a007c3ba4916f8","Timothy","Harris","143 Brian Corners, Robertsfort, MS 36597","False","283.33"
"70","conleyjennifer@yahoo.com","pbkdf2:sha256:600000$bLeDH80SD77FeZ2g$63d4794912873f6591dc4bd3adf6a5d35088df10e05c9120b5baf66ca0acb9d0","Dale","Brock","401 White Views, Ferrellport, SC 67367","False","331.05"
"71","kabbott@gmail.com","pbkdf2:sha256:600000$uw31YdWGkYU2WD3K$b541d70a34f4c8cce1dad51028d57d4f9f2e8410e989c6b39439b60d7290b493","Danny","Poole","163 Evan Estates, South Michellehaven, WV 30037","False","648.3"
"72","nsimmons@gmail.com","pbkdf2:sha256:600000$QP5AkijbOCi7i6Nk$4556ddef5685a7a9a1a178b9c69c734bc3849425782593f9e3b9133587d460c4","Kevin","Lynch","977 Heather Mission, West Johnbury, MP 98995","False","240.3"
"73","knewman@hotmail.com","pbkdf2:sha256:600000$8Y90zBuBxVIKOvRu$e811db0e2509dbfe78ceb3c27d4f87811dadb220a1007f10d6aa47977ca63f3a","Margaret","Collins","PSC 2658, Box 8335, APO AE 81502","False","824.86"
"74","meganhernandez@gmail.com","pbkdf2:sha256:600000$HnEIVeqkn8giOyv4$8afac34d6909957117f83e5cd6d9776ae0f58d71014c60b965d11dab4c2ef224","Ronald","Franklin","00927 Martha Villages Suite 468, New Thomasview, KS 04899","False","321.43"
"75","tammy52@hotmail.com","pbkdf2:sha256:600000$Uzq1KtarHkWS20Jz$a9f408b8f9afe14ca9adf7d4e20ea84a3e0d6d8e7efc5ccf2e05978f7bcf1049","William","Collins","30577 Wendy Isle Suite 924, East Alexandriaview, IA 11129","False","574.17"
"76","scottalexa@gmail.com","pbkdf2:sha256:600000$WZg2fHTduv1szAn7$3414f5da94d78deb9b549af4fcf010311f18c969c08b56ac784233ab8e6e37b4","Diana","Woods","9920 Candice Fall, Port Anthonymouth, AK 93360","False","117.88"
"77","petersonkimberly@yahoo.com","pbkdf2:sha256:600000$9mtiUwgd3KuJc2tB$bea11b7da8da8840cfa15bdf59fe3bdc2c0b1a058ca01496a0cd392a22035ea8","Kimberly","Park","1461 Hull Route Suite 956, Lake Davidtown, FL 70328","False","462.62"
"78","lorimccullough@hotmail.com","pbkdf2:sha256:600000$EyYqjOkzo3XEpmFl$19352e5becbe3f3e4abf27c4636dc08dee4d2720aa15da9735394fc0545c9dd8","Edward","Andrade","300 Salazar Square Apt. 339, Boyerhaven, VI 23452","False","565.35"
"79","ashley18@hotmail.com","pbkdf2:sha256:600000$YESV4q5NLZKYpbnb$65d68e4dff735f684d843c918d2e3dac9c9e3219565d9a5ba41dae22d9d974fd","Jose","Johns","6160 Duarte Spurs Suite 695, Bushton, VI 02744","False","526.79"
"80","monica99@gmail.com","pbkdf2:sha256:600000$qeHMCjvd3mNXOAkF$138f15aed4a90041ae557bccef636cf23cf629dd63aa62766dfd466a08007796","Erin","Williams","1218 Thomas Branch Apt. 431, Jonathanfort, MH 29668","False","6.16"
"81","connor56@yahoo.com","pbkdf2:sha256:600000$IK5Uhukb3ipQ70ty$ff28f9b5a24e30141ec358c7a003f04bf71771ff9567b79766785359e8048307","Kyle","Rodriguez","50019 Rodriguez Junction Apt. 555, Dylanmouth, CO 33868","False","355.36"
"82","jacqueline52@hotmail.com","pbkdf2:sha256:600000$a0caMdsPnys2E9Np$522493d1a0ecaf50034841741980f970efa95487003b5c1dd93a650b127529ff","Stanley","Rivas","77167 Austin Spring, Perezberg, OR 63172","False","313.91"
"83","taylor42@yahoo.com","pbkdf2:sha256:600000$FlOHzXI2bgZxXjpr$9d6d5df4f52c73322f8bc78145380e7a56db1333afa3a42beca9ac720207db8b","Michelle","Smith","6984 Kim Squares Apt. 742, New Ianview, WI 37389","False","522.08"
"84","salvarado@gmail.com","pbkdf2:sha256:600000$kUUe5h2xkOvbwjWG$aaff6c378c3e41de9d8849db7cb3a03a5ee3fb91601d14197fdb7a949e5b8e56","Raymond","Nolan","371 Gail Ramp Suite 805, Kimberlymouth, NJ 83584","False","33.09"
"85","christopherrodriguez@hotmail.com","pbkdf2:sha256:600000$Jkuc23Rq4efDkAHk$ded6b7e4dc85d9f7983455582daf3bfb31648d2f28f1fd150fe0b88a092ccae2","Katie","Hutchinson","Unit 2653 Box 1632, DPO AP 30982","False","943.38"
"86","stephen01@gmail.com","pbkdf2:sha256:600000$g7Uov0ig3U6hzTrc$9fc0155ddbd6575be4bbe42a1170513d2c631cadbd5d991c835ede39d2e33e83","Amy","Decker","64315 Matthew Neck, Kelleybury, MO 09789","False","65.96"
"87","wpeterson@yahoo.com","pbkdf2:sha256:600000$i99PtkojYerOboK0$633e5a99a898ab4095d3a9f6259b700c994bfb67ebc4b8a2c08e15303977c958","Debra","Ruiz","730 Joshua Knolls Apt. 997, Rhondabury, PR 03706","False","899.77"
"88","guzmanmichael@hotmail.com","pbkdf2:sha256:600000$MjFLqQqFhd0PUqSx$8f7ef695062ef0b3ec32b3e9ec682db6bd125b2d75920ccd59f321f17b99dab6","Thomas","Hernandez","89096 Steven Skyway Suite 426, East Jeremyland, AS 12664","False","171.13"
"89","margaret52@gmail.com","pbkdf2:sha256:600000$kKJ4z5cvgCY0XsE5$f3e3d588ef845589e134706a844ed133b320e40760abab5f74550b00e44dfa0d","Parker","Smith","6159 Mary Parkways Suite 452, North Jamesland, MD 29524","False","870.68"
"90","david98@gmail.com","pbkdf2:sha256:600000$oeBfMqJTfNChxu78$8462c845ccbc7a9b4d1b01708af0eceed1a2caabe95ebc70d640fe2438d08805","Kevin","Clarke","38672 Tonya Pines Suite 481, South Joshuaton, FM 94556","False","229.61"
"91","scottmiller@hotmail.com","pbkdf2:sha256:600000$ypJ6TnR8ZjpcgbTN$db8c7368a4527232a8fcbe4416c35f90d41ef924fbfbbe6f168c4fb89554575e","Janet","Barnett","873 Smith Branch, Christinatown, PR 08584","False","118.06"
"92","christina29@yahoo.com","pbkdf2:sha256:600000$xofwUlXlgJHFjuwc$4c524e1a14aab3a43f3e64172e21e5eb80322f04fe6463d6932e2216ef53d303","Erik","Evans","9569 Ball Unions Apt. 630, South Dominique, WA 44710","False","366.18"
"93","daychristopher@yahoo.com","pbkdf2:sha256:600000$JEMJlb2j4OhWZmxw$6a788acbd87c263cdaefbab0fe87b066cee424ff139faf30195b4ddc47c1326a","Charles","Beard","USNV Sanchez, FPO AP 13494","False","103.48"
"94","april05@hotmail.com","pbkdf2:sha256:600000$ZbVKA36jYXS7Ryhy$cd5dad1eb3cc693dd535d4dca4894905e5f3ca5be5b69fd9f8f3b797a97d301e","Kelly","Morrison","10157 Fuller Lodge Suite 550, South Christopher, MA 18397","False","140.97"
"95","lbush@yahoo.com","pbkdf2:sha256:600000$WWNXVFNvJQiyjFgR$50bd8d0a5486911874d50d8c3cebe23f8a523c9b6ff4531399ac2362b484bbcb","Jeffrey","Robles","56162 Lozano Stream Suite 426, Reneehaven, GU 16280","False","399.08"
"96","millsjenna@yahoo.com","pbkdf2:sha256:600000$ozynRCgYgdNjKSrF$9415fca463db1fbecd55d22fa10a3ecffbb3777f2d04403666280ff882acdaef","Brittany","Carroll","56678 Patterson Trail, Joshuaport, PR 88810","False","122.09"
"97","brandon78@gmail.com","pbkdf2:sha256:600000$LPOXafF9PE6H5KZr$daf22f59028da66794307930362d14bf59b519babfb82708ab258d6a44ef574f","Ronald","Clark","0372 Sara Key Apt. 075, Williamshaven, AK 24745","False","493.09"
"98","bcochran@yahoo.com","pbkdf2:sha256:600000$UnHnBLimHF7MEmwB$6f5111988da81fdede8b5db76795db8e3cbc9f510c6baf12d829a551d881b652","Brandon","Norton","50003 Harris Ford Apt. 399, West Andrea, KY 55405","False","624.75"
"99","hernandezmelissa@gmail.com","pbkdf2:sha256:600000$Uo6SU21jwj20NpPZ$be6b9179de8e8c4c9b1468bdb8c362089e67dbb13737f60af68ea897a4b069c4","Courtney","Rangel","6257 Amanda Station Apt. 459, East Paul, OR 39299","False","614.62"
"100","ashleyjohnson@gmail.com","pbkdf2:sha256:600000$pyBoEP9wpSvKdqWk$ab2d6b45082ec4ee02175613ee3ccdb28497db80e626efc5a2eb035f29f33ef9","Sarah","Crawford","5392 Velasquez Common, Floresport, SD 41656","False","485.65"
